linie,statie,cod_statie,conexiune_linii,directie
304_6,BD. PETRILA,274,"304,460,697,",down
304_7,CFR CENTURA,276,"304,460,460B,697,",down
304_8,CIMITIRUL STRAULESTI,2149,"304,",down
304_9,ADP SECTOR 1,4120,"304,",down
304_10,FERMA ODAI,2100,"304,",down
304_11,I. C. S. I. M.,2151,"304,",down
304_12,SOSEAUA ODAI 179,4122,"304,",down
304_13,SAT ODAI,2153,"304,",down
304_14,PASAJ OTOPENI,4194,"304,",down
304_15,PASAJ C.F.R. OTOPENI,1695,"304,449,783,",down
304_16,SOSEAUA BUCURESTI-PLOIESTI 107,2505,"304,",down
304_17,ALEEA PRIVIGHETORILOR,1697,"304,449,780,783,",down
304_18,INSTITUTUL METEOROLOGIC,1672,"261,301,304,449,783,",down
304_19,DRUMUL MATASII,1673,"261,301,304,449,",down
304_20,AEROPORT BANEASA,1674,"131,149,304,335,449,780,783,",down
304_21,POD BANEASA,644,"131,205,261,304,335,449,783,",down
304_22,GARA BANEASA,645,"131,205,261,304,335,449,",down
304_23,PIATA PRESEI,3452,"149,261,304,",down
311_0,FAUR,1000,"101,253,311,330,335,",up
311_1,COMPLEX COMERCIAL TITAN,4321,"101,311,",up
311_2,BD. 1 DECEMBRIE 1918,1002,"101,311,",up
311_3,CODRII NEAMTULUI,1003,"101,311,",up
311_4,BD. NICOLAE GRIGORESCU,1004,"101,311,",up
311_5,POSTAVARULUI,1005,"101,102,311,",up
311_6,POLICLINICA TITAN,1006,"101,102,311,",up
311_7,LIVIU REBREANU,1007,"311,330,",up
311_8,POD LACURI,4141,"311,330,",up
311_9,SOSEAUA CAMPIA LIBERTATII,2622,"311,",up
311_10,ION TUCULESCU,719,"70, 79,311,",up
311_11,SOSEAUA MIHAI BRAVU,720,"70, 79,311,",up
311_12,GHEORGHE PETRASCU,2492,"135,311,330,",up
311_13,MAIOR CORAVU,2493,"104,135,311,330,",up
311_14,PIATA IANCULUI,116,"135,311,655,",up
311_15,SCOALA IANCULUI,156,"135,311,655,",up
311_16,TRAIAN,726,"70, 90,311,655,",up
311_17,CALEA MOSILOR,727,"69, 70, 85, 90,311,655,",up
311_18,ARMENEASCA,2405,"66, 69, 70, 85, 90,311,655,",up
311_19,PIATA ROSETTI,2121,"311,655,",up
311_0,PIATA ROSETTI,2121,"311,655,",down
311_1,ARMENEASCA,2398,"66, 69, 70, 85, 90,311,655,",down
311_2,CALEA MOSILOR,761,"69, 70, 85, 90,311,655,",down
311_3,TRAIAN,762,"70, 90,311,655,",down
311_4,SCOALA IANCULUI,2486,"135,311,655,",down
311_5,PIATA IANCULUI,2487,"135,311,330,",down
311_6,VATRA LUMINOASA,2488,"104,135,311,330,",down
311_7,GHEORGHE PETRASCU,2489,"135,311,330,",down
311_8,BABA NOVAC,2490,"135,311,330,",down
311_9,ION TUCULESCU,770,"70, 79,311,",down
311_10,SOSEAUA CAMPIA LIBERTATII,2618,"311,",down
311_11,POD LACURI,4140,"311,330,",down
311_12,LIVIU REBREANU,377,"101,102,311,",down
311_13,POLICLINICA TITAN,1042,"101,102,311,",down
311_14,POSTAVARULUI,1043,"101,102,311,",down
311_15,SOLD. MIHALE STELIAN,2446,"101,311,",down
311_16,CODRII NEAMTULUI,1044,"101,311,",down
311_17,BD. 1 DECEMBRIE 1918,1045,"101,311,",down
311_18,COMPLEX COMERCIAL TITAN,4319,"101,253,311,330,335,",down
311_19,FAUR,3886,"101,253,311,330,335,",down
312_0,PIATA DE GROS,2809,"312,",up
312_1,METRO BERCENI,3528,"125,141,220,232,312,",up
312_2,SERE,1336,"125,141,220,232,312,",up
312_3,EDITURA ARAMIS,3508,"125,141,220,232,312,",up
312_4,BD. ALEXANDRU OBREGIA,931,"73,102,125,232,312,",up
312_5,CICEU,2675,"73,102,125,232,312,",up
312_6,ALEEA RAUL TARGULUI,689,"73,312,",up
312_7,ALIORULUI,690,"73,312,",up
312_8,SPITALUL DR. ALEXANDRU OBREGIA,3787,"73,312,",up
312_9,NITU VASILE,935,"73,312,",up
312_10,PIATA SUDULUI,693,"312,313,381,",up
312_11,PRIDVORULUI,930,"312,313,381,634,",up
312_12,COSTACHE STAMATE,999,"312,313,381,634,",up
312_13,BD.TINERETULUI,1012,"133,312,313,381,",up
312_14,PALATUL NATIONAL AL COPIILOR,2786,"312,313,381,",up
312_15,PARCUL TINERETULUI,2019,"312,313,381,",up
312_16,VISANA,821,"312,313,381,",up
312_17,COLEGIUL NATIONAL GH. SINCAI,4478,"116,312,313,381,",up
312_18,BD. MARASESTI,2020,"116,312,313,381,",up
312_19,PIATA UNIRII 1,1086,"104,116,117,123,124,312,313,783,",up
312_0,PIATA UNIRII,1254,"312,",down
312_1,PASAJ MARASESTI,3732,"312,",down
312_2,COLECTIV,4520,"312,",down
312_3,UNIV. CRESTINA DIMITRIE CANTE,3366,"133,312,",down
312_4,PIATA TIMPURI NOI,2678,"133,312,",down
312_5,BD. ABATORULUI,934,"133,312,",down
312_6,SOSEAUA MIHAI BRAVU,2685,"133,312,313,381,",down
312_7,COSTACHE STAMATE,884,"312,313,381,634,",down
312_8,PRIDVORULUI,932,"312,313,381,634,",down
312_9,PIATA SUDULUI,710,"312,313,381,",down
312_10,EMIL RACOVITA,711,"73,312,",down
312_11,SPITALUL DR. ALEXANDRU OBREGIA,3788,"73,312,",down
312_12,ALIORULUI,713,"73,312,",down
312_13,ALEEA RAUL TARGULUI,714,"73,312,",down
312_14,CICEU,2509,"73,102,125,232,312,",down
312_15,PLATFORMA  METALURGIEI,1326,"125,141,220,232,312,",down
312_16,EDITURA ARAMIS,3507,"125,141,220,232,312,",down
312_17,SERE,1327,"125,141,220,232,312,",down
312_18,METRO BERCENI,3527,"125,141,220,232,312,",down
312_19,PIATA DE GROS,2809,"312,",down
313_0,TURNU MAGURELE,92,"73,313,",up
313_1,ALIORULUI,2294,"73,313,",up
313_2,STRADUINTEI,93,"73,313,",up
313_3,DRAGOS MLADINOVICI,94,"73,313,",up
313_4,EMIL RACOVITA,95,"73,313,",up
313_5,PIATA SUDULUI,693,"312,313,381,",up
313_6,PRIDVORULUI,930,"312,313,381,634,",up
313_7,COSTACHE STAMATE,999,"312,313,381,634,",up
313_8,BD.TINERETULUI,1012,"133,312,313,381,",up
313_9,PALATUL NATIONAL AL COPIILOR,2786,"312,313,381,",up
313_10,PARCUL TINERETULUI,2019,"312,313,381,",up
313_11,VISANA,821,"312,313,381,",up
313_12,COLEGIUL NATIONAL GH. SINCAI,4478,"116,312,313,381,",up
313_13,BD. MARASESTI,2020,"116,312,313,381,",up
313_14,BD. I. C. BRATIANU,2215,"104,116,117,123,124,313,",up
313_15,MIRCEA VODA,2484,"116,117,313,",up
313_16,MATEI BASARAB,2500,"116,117,313,",up
313_17,PIATA SFANTA VINERI,2501,"116,117,313,",up
313_0,PIATA SFANTA VINERI,2501,"116,117,313,",down
313_1,PIATA UNIRII 1,1086,"104,116,117,123,124,312,313,783,",down
313_2,BD. MARASESTI,2010,"116,313,381,",down
313_3,COLEGIUL NATIONAL GH. SINCAI,4479,"313,381,",down
313_4,PALATUL NATIONAL AL COPIILOR,2013,"313,381,",down
313_5,SOSEAUA MIHAI BRAVU,2685,"133,312,313,381,",down
313_6,COSTACHE STAMATE,884,"312,313,381,634,",down
313_7,PRIDVORULUI,932,"312,313,381,634,",down
313_8,PIATA SUDULUI,710,"312,313,381,",down
313_9,BD. ALEXANDRU OBREGIA,944,"73,313,",down
313_10,DRAGOS MLADINOVICI,945,"73,313,",down
313_11,STRADUINTEI,946,"73,313,",down
313_12,ALIORULUI,2472,"73,313,",down
313_13,TURNU MAGURELE,2016,"313,",down
323_0,UNIV. CRESTINA DIMITRIE CANTE,3039,"323,",up
323_1,COLEGIUL NATIONAL GH. SINCAI,4480,"323,",up
323_2,ADESGO,684,"116,323,",up
323_3,CUTITUL DE ARGINT,685,"116,323,",up
323_4,CIMITIRUL EROILOR REVOLUTIEI,1975,"116,323,",up
323_5,PIATA EROII REVOLUTIEI,2469,"141,232,323,",up
323_6,SURA MARE,4001,"323,",up
323_7,MUZEUL BACOVIA,1977,"323,",up
323_8,PIATA PROGRESUL,1978,"323,",up
323_9,TOPORASI,2173,"323,",up
323_10,C.F.R.,2747,"323,",up
323_11,VADUL NOU,1581,"139,141,220,323,",up
323_12,VALTOAREI,1582,"139,141,220,323,",up
323_13,ZETARILOR,1583,"139,141,323,",up
323_0,ZETARILOR,1560,"139,141,220,323,",down
323_1,VALTOAREI,1561,"139,141,220,323,",down
323_2,VADUL NOU,1562,"139,141,220,323,",down
323_3,C.F.R.,2172,"323,",down
323_4,TOPORASI,1984,"323,",down
323_5,PIATA PROGRESUL,1985,"323,",down
323_6,MUZEUL BACOVIA,1986,"323,",down
323_7,SURA MARE,1976,"323,",down
323_8,CIMITIRUL EROILOR REVOLUTIEI,657,"116,323,",down
323_9,CUTITUL DE ARGINT,658,"116,323,",down
323_10,ADESGO,659,"116,323,",down
323_11,COLEGIUL NATIONAL GH. SINCAI,4481,"323,",down
323_12,UNIV. CRESTINA DIMITRIE CANTE,3039,"323,",down
330_0,FAUR,1000,"101,253,311,330,335,",up
330_1,COMPLEX COMERCIAL TITAN,4338,"253,330,335,",up
330_2,BARAJUL DUNARII,921,"253,330,335,",up
330_3,LIVIU REBREANU,1007,"311,330,",up
330_4,POD LACURI,4141,"311,330,",up
330_5,SOS. CAMPIA LIBERTATII,3905,"330,",up
330_6,PIATA RAMNICU SARAT,3873,"330,",up
330_7,DRISTORULUI,3847,"330,",up
330_8,BABA NOVAC,245,"135,330,",up
330_9,GHEORGHE PETRASCU,2492,"135,311,330,",up
330_10,MAIOR CORAVU,2493,"104,135,311,330,",up
330_11,PIATA IANCULUI,117,"330,335,",up
330_12,SOSEAUA MIHAI BRAVU 33,180,"101,330,335,",up
330_13,BUCUR OBOR,4343,"101,330,335,",up
330_14,LIZEANU,154,"330,335,",up
330_15,DR. GROZOVICI,1320,"330,335,",up
330_16,VASILE LASCAR,3918,"330,335,",up
330_17,STADIONUL DINAMO,4449,"330,335,",up
330_18,PERLA,1416,"131,182,301,330,331,335,",up
330_19,LICEUL ION LUCA CARAGIALE,3666,"131,182,301,330,331,335,",up
330_20,PIATA DOROBANTILOR,1195,"131,301,330,331,335,",up
330_21,PIATA CHARLES DE GAULLE,1197,"131,282,301,330,331,335,",up
330_22,ARCUL DE TRIUMF,219,"205,282,330,",up
330_23,INSTITUTUL AGRONOMIC,2271,"330,",up
330_24,PIATA PRESEI,2795,"330,",up
330_0,PIATA PRESEI,605,"330,",down
330_1,PIATA PRESEI,4511,"131,205,330,331,335,783,",down
330_2,MUZEUL SATULUI,3301,"131,205,330,331,335,",down
330_3,ARCUL DE TRIUMF,648,"131,282,330,331,335,",down
330_4,PIATA CHARLES DE GAULLE,1419,"131,282,301,330,331,335,",down
330_5,PIATA  DOROBANTILOR,1420,"131,301,330,331,335,",down
330_6,LICEUL ION LUCA CARAGIALE,3667,"131,182,301,330,331,335,",down
330_7,SOSEAUA STEFAN CEL MARE,1421,"131,182,301,330,331,335,",down
330_8,STADIONUL DINAMO,4450,"135,330,335,",down
330_9,VASILE LASCAR,1304,"330,335,",down
330_10,DR. GROZOVICI,3917,"330,335,",down
330_11,LIZEANU,374,"330,335,",down
330_12,BUCUR OBOR,4344,"330,335,",down
330_13,SOSEAUA MIHAI BRAVU 88,1161,"330,335,",down
330_14,PIATA IANCULUI,2487,"135,311,330,",down
330_15,VATRA LUMINOASA,2488,"104,135,311,330,",down
330_16,GHEORGHE PETRASCU,2489,"135,311,330,",down
330_17,BABA NOVAC,2490,"135,311,330,",down
330_18,CALEA DUDESTI,2600,"330,",down
330_19,DRISTORULUI,3874,"330,",down
330_20,PIATA RAMNICU SARAT,4014,"330,",down
330_21,SOS. CAMPIA LIBERTATII,3906,"330,",down
330_22,POD LACURI,4140,"311,330,",down
330_23,LIVIU REBREANU,926,"253,330,335,",down
330_24,BARAJUL DUNARII,927,"253,330,335,",down
330_25,COMPLEX COMERCIAL TITAN,4319,"101,253,311,330,335,",down
330_26,FAUR,3886,"101,253,311,330,335,",down
331_0,CARTIER DAMAROAIA,2637,"331,460,460B,",up
331_1,DRIDU,2638,"112,331,",up
331_2,HOTEL PARC,2639,"149,331,",up
331_3,CITY CENTER,3356,"149,331,",up
331_4,CASA PRESEI,2640,"149,331,",up
331_5,PIATA PRESEI,4511,"131,205,330,331,335,783,",up
331_6,MUZEUL SATULUI,3301,"131,205,330,331,335,",up
331_7,ARCUL DE TRIUMF,648,"131,282,330,331,335,",up
331_8,PIATA CHARLES DE GAULLE,1419,"131,282,301,330,331,335,",up
331_9,PIATA  DOROBANTILOR,1420,"131,301,330,331,335,",up
331_10,LICEUL ION LUCA CARAGIALE,3667,"131,182,301,330,331,335,",up
331_11,SOSEAUA STEFAN CEL MARE,1421,"131,182,301,330,331,335,",up
331_12,A.S.E.,2485,"131,301,331,",up
331_13,PIATA LAHOVARI,202,"331,",up
331_14,PIATA ROMANA,2674,"131,301,331,",up
331_0,PIATA ROMANA,2674,"131,301,331,",down
331_1,A.S.E.,4401,"131,301,331,",down
331_2,PERLA,1416,"131,182,301,330,331,335,",down
331_3,LICEUL ION LUCA CARAGIALE,3666,"131,182,301,330,331,335,",down
331_4,PIATA DOROBANTILOR,1195,"131,301,330,331,335,",down
331_5,PIATA CHARLES DE GAULLE,1197,"131,282,301,330,331,335,",down
331_6,ARCUL DE TRIUMF,1198,"131,331,335,783,",down
331_7,MUZEUL SATULUI,3302,"131,205,331,335,",down
331_8,PIATA PRESEI,2806,"149,331,",down
331_9,CASA PRESEI,2642,"149,331,",down
331_10,CITY CENTER,3083,"149,331,",down
331_11,HOTEL PARC,2643,"149,331,",down
331_12,JIULUI,4053,"112,331,",down
331_13,DRIDU,2644,"112,331,",down
331_14,DEPOZIT PAJURA,318,"112,331,",down
331_15,BD. BUCURESTI NOI,319,"331,",down
331_16,NEATARNARII,2787,"331,460,460B,",down
331_17,IZBICENI,1233,"331,460,460B,",down
331_18,CARTIER DAMAROAIA,2657,"331,460,460B,",down
335_0,FAUR,1000,"101,253,311,330,335,",up
335_1,COMPLEX COMERCIAL TITAN,4338,"253,330,335,",up
335_2,BARAJUL DUNARII,921,"253,330,335,",up
335_3,LIVIU REBREANU,922,"101,102,253,335,",up
335_4,CONSTANTIN BRANCUSI,1008,"101,335,",up
335_5,BD. BASARABIA,1009,"101,335,",up
335_6,PICTOR HARLESCU,1010,"101,335,",up
335_7,BD. CHISINAU,1036,"101,104,335,655,",up
335_8,SARAFINESTI,2248,"335,655,",up
335_9,ZEFIRUL,2898,"335,655,",up
335_10,PIATA IANCULUI,117,"330,335,",up
335_11,SOSEAUA MIHAI BRAVU 33,180,"101,330,335,",up
335_12,BUCUR OBOR,4343,"101,330,335,",up
335_13,LIZEANU,154,"330,335,",up
335_14,DR. GROZOVICI,1320,"330,335,",up
335_15,VASILE LASCAR,3918,"330,335,",up
335_16,STADIONUL DINAMO,4449,"330,335,",up
335_17,PERLA,1416,"131,182,301,330,331,335,",up
335_18,LICEUL ION LUCA CARAGIALE,3666,"131,182,301,330,331,335,",up
335_19,PIATA DOROBANTILOR,1195,"131,301,330,331,335,",up
335_20,PIATA CHARLES DE GAULLE,1197,"131,282,301,330,331,335,",up
335_21,ARCUL DE TRIUMF,1198,"131,331,335,783,",up
335_22,MUZEUL SATULUI,3302,"131,205,331,335,",up
335_23,PIATA PRESEI,1441,"131,205,335,780,783,",up
335_24,GARA BANEASA,193,"131,205,261,304,335,449,",up
335_25,POD BANEASA,641,"205,261,335,",up
335_26,BD. FICUSULUI,4197,"205,261,335,",up
335_27,HORIA MACELARIU,3786,"205,261,335,",up
335_28,ROMAERO,1211,"205,261,335,",up
335_29,PIATA BANEASA,3299,"112,205,261,301,335,",up
335_30,AEROPORT BANEASA,1659,"131,149,301,304,335,449,780,783,",up
335_31,COMPLEX COMERCIAL BANEASA,4004,"131,149,261,335,",up
335_0,COMPLEX COMERCIAL BANEASA,4003,"131,149,261,335,",down
335_1,AEROPORT BANEASA,1674,"131,149,304,335,449,780,783,",down
335_2,POD BANEASA,644,"131,205,261,304,335,449,783,",down
335_3,GARA BANEASA,645,"131,205,261,304,335,449,",down
335_4,PIATA PRESEI,4511,"131,205,330,331,335,783,",down
335_5,MUZEUL SATULUI,3301,"131,205,330,331,335,",down
335_6,ARCUL DE TRIUMF,648,"131,282,330,331,335,",down
335_7,PIATA CHARLES DE GAULLE,1419,"131,282,301,330,331,335,",down
335_8,PIATA  DOROBANTILOR,1420,"131,301,330,331,335,",down
335_9,LICEUL ION LUCA CARAGIALE,3667,"131,182,301,330,331,335,",down
335_10,SOSEAUA STEFAN CEL MARE,1421,"131,182,301,330,331,335,",down
335_11,STADIONUL DINAMO,4450,"135,330,335,",down
335_12,VASILE LASCAR,1304,"330,335,",down
335_13,DR. GROZOVICI,3917,"330,335,",down
335_14,LIZEANU,374,"330,335,",down
335_15,BUCUR OBOR,4344,"330,335,",down
335_16,SOSEAUA MIHAI BRAVU 88,1161,"330,335,",down
335_17,PIATA IANCULUI,2241,"335,655,",down
335_18,ZEFIRUL,2957,"335,655,",down
335_19,SOSEAUA IANCULUI,1035,"101,104,335,655,",down
335_20,BD.CHISINAU,243,"101,335,",down
335_21,PICTOR HARLESCU,2445,"101,335,",down
335_22,BD. NICOLAE GRIGORESCU,1039,"101,102,202,335,",down
335_23,PARCUL TITAN,925,"101,102,253,335,",down
335_24,LIVIU REBREANU,926,"253,330,335,",down
335_25,BARAJUL DUNARII,927,"253,330,335,",down
335_26,COMPLEX COMERCIAL TITAN,4319,"101,253,311,330,335,",down
335_27,FAUR,3886,"101,253,311,330,335,",down
336_0,COMPLEX COMERCIAL APUSULUI,1531,"336,",up
336_1,APUSULUI,899,"61, 62,136,137,138,236,336,",up
336_2,VALEA LUNGA,681,"61, 62,136,137,138,236,336,",up
336_3,PIATA GORJULUI,692,"61, 62,136,236,336,",up
336_4,RASARITULUI,1285,"61, 62,136,236,336,",up
336_5,VETERANILOR,697,"61, 62,136,236,336,",up
336_6,LUJERULUI,706,"61, 62,136,236,336,",up
336_7,LICEUL TUDOR VLADIMIRESCU,708,"61, 62,136,236,336,",up
336_8,U.P.B.,1273,"61, 62,136,236,336,",up
336_9,FACULTATEA ELECTRONICA,715,"61, 62,136,236,336,",up
336_10,PIATA LEUL,639,"61, 62, 69, 90, 91, 93, 96,136,236,336,",up
336_11,CAROL DAVILA,251,"61, 62, 69, 90, 91, 93, 96,236,336,",up
336_12,POD COTROCENI,1887,"123,236,336,601,",up
336_13,SPITALUL UNIVERSITAR,2805,"123,236,336,601,",up
336_14,POD EROILOR,477,"104,123,124,336,601,",up
336_15,FACULTATEA DE DREPT,2670,"336,601,",up
336_16,PIATA MIHAIL KOGALNICEANU,758,"61, 66, 69, 70, 85, 90, 91,336,601,",up
336_17,GRADINA CISMIGIU,2934,"61, 66, 69, 70, 85, 90, 91,336,601,",up
336_18,UNIVERSITATE,4000,"336,601,",up
336_19,PIATA ROSETTI,760,"61, 66, 69, 70, 85, 90, 91,336,601,",up
336_0,PIATA ROSETTI,760,"61, 66, 69, 70, 85, 90, 91,336,601,",down
336_1,TEATRUL NATIONAL,968,"61, 66, 69, 70, 85, 90, 91,336,601,",down
336_2,UNIVERSITATE,729,"61, 66, 69, 70, 85, 90, 91,336,601,",down
336_3,GRADINA CISMIGIU,2933,"61, 66, 69, 70, 85, 90, 91,122,137,138,268,336,601,",down
336_4,PIATA MIHAIL KOGALNICEANU,731,"61, 69, 90, 91,122,137,138,268,336,601,",down
336_5,FACULTATEA DE DREPT,2575,"61, 69, 90, 91,122,137,138,163,268,336,601,",down
336_6,SPITALUL UNIVERSITAR,1377,"122,126,137,138,168,226,236,268,336,368,668,696,",down
336_7,GRADINA BOTANICA,848,"61, 62, 69, 90, 91, 93, 96,236,336,",down
336_8,PIATA LEUL,1394,"61, 62, 69, 90, 91, 93, 96,136,236,336,",down
336_9,BD. G-RAL VASILE MILEA,733,"61, 62,136,236,336,",down
336_10,U.P.B.,1098,"61, 62,136,236,336,",down
336_11,LICEUL TUDOR VLADIMIRESCU,756,"61, 62,136,236,336,",down
336_12,LUJERULUI,2506,"61, 62,136,236,336,",down
336_13,VETERANILOR,757,"61, 62,106,136,236,336,406,",down
336_14,RASARITULUI,1282,"61, 62,106,136,236,336,406,",down
336_15,PIATA GORJULUI,766,"61, 62,106,136,236,336,406,",down
336_16,VALEA LUNGA,768,"61, 62,136,137,138,236,336,",down
336_17,APUSULUI,781,"61, 62,136,137,138,236,336,",down
336_18,COMPLEX COMERCIAL APUSULUI,1531,"336,",down
368_0,PIATA ROMANA,2077,"126,168,226,368,",up
368_1,NICOLAE GOLESCU,1534,"126,300,368,",up
368_2,LUTERANA,1374,"126,368,",up
368_3,CALEA GRIVITEI,1910,"126,178,368,",up
368_4,POPA TATU,3376,"126,133,168,178,226,368,",up
368_5,MIRCEA VULCANESCU,4370,"126,168,226,368,",up
368_6,BERZEI,1376,"126,168,226,368,",up
368_7,SPITALUL UNIVERSITAR,1377,"122,126,137,138,168,226,236,268,336,368,668,696,",up
368_8,CAROL DAVILA,1253,"122,126,137,138,168,226,268,368,668,696,",up
368_9,SOSEAUA PANDURILOR,735,"126,137,138,168,268,368,668,",up
368_10,DRUMUL SARII,2671,"126,168,268,368,668,",up
368_11,LT. NICOLAE GAINA,736,"126,168,268,368,668,",up
368_12,ORIZONT,737,"69, 90, 93,105,126,168,268,368,668,",up
368_13,FAVORIT,738,"105,168,268,368,668,",up
368_14,DRUMUL TABEREI 34,739,"105,168,268,368,668,",up
368_15,PIATA DRUMUL TABEREI,1123,"105,221,368,",up
368_16,PARCUL DRUMUL TABEREI,4501,"69, 90, 93,173,221,368,",up
368_17,LICEUL EUGEN LOVINESCU,1125,"69, 90, 93,173,221,368,",up
368_18,RAUL DOAMNEI,1126,"69, 90, 93,173,221,368,",up
368_19,POSTA,1800,"69, 90, 93,168,173,221,268,368,668,",up
368_20,VALEA ARGESULUI,4245,"168,221,268,368,668,",up
368_21,VALEA OLTULUI,3525,"268,368,668,",up
368_0,VALEA OLTULUI,3526,"268,368,668,",down
368_1,VALEA ARGESULUI,2043,"69, 90, 93,168,173,221,268,368,668,",down
368_2,DRUMUL TABEREI 98,2055,"69, 90, 93,173,368,",down
368_3,ALEEA VLASIEI,1108,"69, 90, 93,173,368,",down
368_4,LICEUL EUGEN LOVINESCU,1109,"69, 90, 93,173,368,",down
368_5,PARCUL DRUMUL TABEREI,4499,"105,368,",down
368_6,PIATA DRUMUL TABEREI,749,"105,168,268,368,668,",down
368_7,DRUMUL TABEREI 35,750,"105,168,268,368,668,",down
368_8,FAVORIT,751,"105,168,268,368,668,",down
368_9,ORIZONT,518,"69, 90, 93,105,126,168,268,368,668,",down
368_10,LT. NICOLAE GAINA,752,"91, 96,126,168,268,368,668,",down
368_11,PIATA DANNY HUWE,2672,"126,168,268,368,668,",down
368_12,PROFESOR DR. RAINER,754,"122,126,137,138,168,226,268,368,668,696,",down
368_13,CAROL DAVILA,755,"122,126,137,138,168,226,268,368,668,696,",down
368_14,PIATA OPEREI,4525,"122,126,137,138,168,226,268,368,668,696,",down
368_15,STIRBEI VODA,4526,"122,126,137,138,163,168,226,268,368,",down
368_16,BERZEI,1401,"122,126,137,138,168,226,268,368,",down
368_17,CONSTANTIN CRISTESCU,4507,"122,126,137,138,168,178,226,268,368,",down
368_18,CISMIGIU,1402,"122,126,137,138,168,178,226,268,368,",down
368_19,BD.NICOLAE BALCESCU,1403,"126,168,226,300,368,",down
368_20,PIATA ROMANA,2077,"126,168,226,368,",down
381_0,PIATA RESITA,949,"77,216,381,",up
381_1,STRAJA,950,"77,381,",up
381_2,IZVORUL RECE,2183,"77,381,",up
381_3,BD. CONSTANTIN BRANCOVEANU,951,"77,381,",up
381_4,BD. ALEXANDRU OBREGIA,953,"77,381,",up
381_5,PIATA SUDULUI,693,"312,313,381,",up
381_6,PRIDVORULUI,930,"312,313,381,634,",up
381_7,COSTACHE STAMATE,999,"312,313,381,634,",up
381_8,BD.TINERETULUI,1012,"133,312,313,381,",up
381_9,PALATUL NATIONAL AL COPIILOR,2786,"312,313,381,",up
381_10,PARCUL TINERETULUI,2019,"312,313,381,",up
381_11,VISANA,821,"312,313,381,",up
381_12,COLEGIUL NATIONAL GH. SINCAI,4478,"116,312,313,381,",up
381_13,BD. MARASESTI,2020,"116,312,313,381,",up
381_14,PIATA SF. GHEORGHE,2022,"381,",up
381_15,UNIVERSITATE,2021,"381,783,",up
381_16,BD. NICOLAE BALCESCU,4398,"381,",up
381_17,PIATA ROMANA,2277,"381,783,",up
381_18,POVERNEI,895,"300,381,",up
381_19,PIATA VICTORIEI,897,"300,381,783,",up
381_0,PIATA VICTORIEI,908,"300,381,783,",down
381_1,ORLANDO,920,"300,381,",down
381_2,PIATA ROMANA,2204,"300,381,783,",down
381_3,BD. NICOLAE BALCESCU,4399,"381,",down
381_4,PIATA 21 DECEMBRIE 1989,1994,"122,137,138,268,381,783,",down
381_5,PIATA SF. GHEORGHE,3778,"381,",down
381_6,BD. MARASESTI,2010,"116,313,381,",down
381_7,COLEGIUL NATIONAL GH. SINCAI,4479,"313,381,",down
381_8,PALATUL NATIONAL AL COPIILOR,2013,"313,381,",down
381_9,SOSEAUA MIHAI BRAVU,2685,"133,312,313,381,",down
381_10,COSTACHE STAMATE,884,"312,313,381,634,",down
381_11,PRIDVORULUI,932,"312,313,381,634,",down
381_12,PIATA SUDULUI,710,"312,313,381,",down
381_13,BD. ALEXANDRU OBREGIA,954,"77,381,",down
381_14,BD. CONSTANTIN BRANCOVEANU,955,"77,381,",down
381_15,RESITA,2164,"77,381,",down
381_16,STRAJA,957,"77,381,",down
381_17,PIATA RESITA,2015,"381,",down
385_0,VALEA OLTULUI,1104,"105,122,222,385,408,428,456,",up
385_1,GHIDIGENI,3136,"105,122,222,385,408,428,456,",up
385_2,RAUL DOAMNEI,4089,"105,122,222,385,",up
385_3,DRUMUL COOPERATIVEI,3474,"105,122,185,222,385,408,428,456,",up
385_4,BRASOV,2548,"122,185,222,385,408,428,456,",up
385_5,GHENCEA,3487,"122,173,385,",up
385_6,GARLENI,2565,"122,173,385,",up
385_7,CIMITIRUL GHENCEA,1973,"122,173,302,385,427,453,",up
385_8,PETRE ISPIRESCU,2989,"122,173,385,",up
385_9,SEBASTIAN,1102,"122,226,385,",up
385_10,SOSEAUA PROGRESULUI,1103,"122,226,385,",up
385_11,SOSEAUA PANDURILOR,1205,"136,385,",up
385_12,PIATA ARSENALULUI,1206,"385,",up
385_13,DR.STAICOVICI,744,"385,",up
385_14,PALATUL PARLAMENTULUI,1016,"385,",up
385_15,POD IZVOR,1031,"385,",up
385_16,PIATA NATIUNILE UNITE,1083,"104,123,124,385,",up
385_17,PIATA UNIRII,2292,"385,",up
385_18,PIATA SFANTA VINERI,2290,"385,",up
385_0,PIATA SFANTA VINERI,2290,"385,",down
385_1,BIBLIOTECA NATIONALA A ROMANIE,2213,"104,123,124,385,",down
385_2,BD. I. C. BRATIANU,2214,"104,123,124,385,",down
385_3,PIATA UNIRII,881,"104,123,124,385,",down
385_4,PIATA NATIUNILE UNITE,887,"104,123,124,385,",down
385_5,ELIE RADU,9,"104,123,124,385,",down
385_6,POD IZVOR,1082,"104,123,124,136,385,",down
385_7,PALATUL PARLAMENTULUI,966,"136,385,",down
385_8,DR. STAICOVICI,979,"385,",down
385_9,PIATA ARSENALULUI,2951,"136,385,",down
385_10,SOSEAUA PANDURILOR,1227,"122,226,385,",down
385_11,SOSEAUA PROGRESULUI,1256,"122,226,385,",down
385_12,SEBASTIAN,1224,"122,173,226,385,",down
