linie,statie,cod_statie,conexiune_linii,directie
47_9,AUTOGARA FILARET,2363,"7, 47,",down
47_10,PARCUL CAROL I,3686,"7, 47,",down
47_11,GRAMONT,1409,"7, 23, 27, 47,",down
47_12,PATRIARHIA ROMANA,473,"7, 23, 27, 47,",down
47_13,PIATA UNIRII,472,"7, 27, 32, 47,",down
56_0,PIATA SF. VINERI,4025,"14, 40, 56,",up
56_1,ALEXANDRU SIHLEANU,440,"14, 40, 56,",up
56_2,HALA TRAIAN,3650,"14, 40, 56,",up
56_3,UNIVERSITATEA HYPERION,3042,"40, 56,",up
56_4,DELEA VECHE,463,"40, 56,",up
56_5,PIATA HURMUZACHI,562,"40, 56,",up
56_6,PATINOAR,563,"40, 56,",up
56_7,ARENA NATIONALA,4474,"40, 56,",up
56_8,BD. NICOLAE GRIGORESCU,565,"40, 56,",up
56_9,BAIA DE ARAMA,566,"14, 36, 40, 46, 56,",up
56_10,LUCRETIU PATRASCANU,567,"14, 36, 40, 46, 56,",up
56_11,BD. 1 DECEMBRIE 1918,890,"14, 36, 40, 46, 56,",up
56_12,GRUP INDUSTRIAL TITAN,568,"36, 46, 56,",up
56_13,FAUR,569,"36, 46, 56,",up
56_14,REPUBLICA,3306,"36, 46, 56,",up
56_0,REPUBLICA,547,"36, 46, 56,",down
56_1,FAUR,3740,"36, 46, 56,",down
56_2,GRUP INDUSTRIAL TITAN,548,"36, 46, 56,",down
56_3,BD. 1 DECEMBRIE 1918,889,"36, 46, 56,",down
56_4,SOSEAUA MORARILOR,549,"14, 36, 40, 46, 56,",down
56_5,BAIA DE ARAMA,550,"14, 36, 40, 46, 56,",down
56_6,BD. NICOLAE GRIGORESCU,551,"14, 36, 40, 46, 56,",down
56_7,ARENA NATIONALA,4473,"40, 56,",down
56_8,PATINOAR,553,"40, 56,",down
56_9,PIATA HURMUZACHI,554,"40, 56,",down
56_10,DELEA VECHE,700,"40, 56,",down
56_11,UNIVERSITATEA HYPERION,3041,"40, 56,",down
56_12,HALA TRAIAN,431,"40, 56,",down
56_13,PIATA SF. STEFAN,3388,"14, 40, 56,",down
56_14,PIATA CORNELIU COPOSU,395,"14, 40, 56,",down
56_15,PIATA SF. VINERI,4035,"14, 40, 56,",down
